#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
112,112,25499,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Milenio Novedades; Cobertura: estatal;  Ámbito geográfico de cobertura: Yucatán ; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 19-64; Lugar de residencia: Yucatán ; Nivel  socieconómico: A/B 57%, C+ 25%, C 14%, D7E 4%; Nivel educativo: Preparatoria-Doctorado ; Sexo: Ambos ;",2.00,17936.57,35873.14,Activo
113,113,25640,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Diario del Yaqui; Cobertura: estatal;  Ámbito geográfico de cobertura: Sonora; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 0; Lugar de residencia: Sonora; Nivel  socieconómico: A/B/C+ 29%, C 35.5%, D+ 18.5%, D 17%; Nivel educativo: Primaria-Licenciatura; Sexo: Ambos ;",2.00,21873.60,43747.20,Activo
114,114,28115,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Cintillo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Informador; Cobertura: estatal;  Ámbito geográfico de cobertura: Jalisco; Fecha de inicio: 27/01/2015; Fecha de término: 28/01/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Jalisco ; Nivel  socieconómico: A/B/C+ 28%, C 22%, D+ 32%, D/E 18%; Nivel educativo: Secundaria-Posgrado; Sexo: Ambos ;",1.00,35687.40,35687.40,Activo
115,115,28687,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Debate de los Mochis; Cobertura: estatal;  Ámbito geográfico de cobertura: Sinaloa ; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 13-60; Lugar de residencia: Sinaloa ; Nivel  socieconómico: Alto y Medio Alto 20.8%, Medio Medio 28.9%, Bajo 50.3%; Nivel educativo: Primaria-Doctorado; Sexo: Ambos ;",2.00,14979.75,29959.50,Activo
116,116,29674,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","La Voz de Michoacán; Cobertura: estatal;  Ámbito geográfico de cobertura: Michoacán ; Fecha de inicio: 02/12/2015; Fecha de término: 18/12/2015; Grupo(s) de edad: 17-66; Lugar de residencia: Michoacán ; Nivel  socieconómico: A/B 48%, C+ 38%, C 14% ; Nivel educativo: Secundaria-Profesional ; Sexo: Ambos ;",2.00,17003.35,34006.70,Activo
117,117,32171,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Cintillo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Diario de Yucatán; Cobertura: estatal;  Ámbito geográfico de cobertura: Yucatán; Fecha de inicio: 27/01/2015; Fecha de término: 28/01/2015; Grupo(s) de edad: 20-70; Lugar de residencia: Yucatán ; Nivel  socieconómico: A/B/C+ 55%, C 30%, D/E 15%; Nivel educativo: Primaria-Doctorado; Sexo: Ambos ;",1.00,16188.68,16188.68,Activo
118,118,36662,Campañas,"Institucional 2015","Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Encuesta
Ipsos; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",1.00,718620.00,718620.00,Activo
119,119,37749,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Diario de Chihuahua; Cobertura: estatal;  Ámbito geográfico de cobertura: Chihuahua; Fecha de inicio: 02/12/2015; Fecha de término: 20/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Chihuahua; Nivel  socieconómico: A/B 30%, C+ 35%, C 30%, D+ 5%; Nivel educativo: Preparatoria-Doctorado; Sexo: Ambos ;",2.00,24468.28,48936.56,Activo
120,120,37859,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","AM de Guanajuato; Cobertura: estatal;  Ámbito geográfico de cobertura: Guanajuato ; Fecha de inicio: 02/12/2015; Fecha de término: 27/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Guanajuato ; Nivel  socieconómico: A/B 20%, C+30%, C 40%, D+ 10%; Nivel educativo: Primaria-Maestría; Sexo: Ambos ;",2.00,21282.45,42564.90,Activo
121,121,37861,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","AM El Periódico de los Lagos; Cobertura: estatal;  Ámbito geográfico de cobertura: Jalisco; Fecha de inicio: 02/12/2015; Fecha de término: 19/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Jalisco; Nivel  socieconómico: A/B 7%, C+ 10%, C 46%, D+ 37%; Nivel educativo: Primaria-Profesional ; Sexo: Ambos ;",2.00,8483.25,16966.50,Activo
122,122,37862,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Periódico Libre de Celaya; Cobertura: estatal;  Ámbito geográfico de cobertura: Guanajuato ; Fecha de inicio: 02/12/2015; Fecha de término: 18/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Guanajuato ; Nivel  socieconómico: A/B 30%, C+ 20%, C 32%, D+ 18%; Nivel educativo: Primaria-Maestría; Sexo: Ambos ;",2.00,8483.25,16966.50,Activo
123,123,37867,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","AM de Irapuato; Cobertura: estatal;  Ámbito geográfico de cobertura: Guanajuato ; Fecha de inicio: 02/12/2015; Fecha de término: 23/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Guanajuato ; Nivel  socieconómico: A/B 35%, C+ 25%, C 32%, D+ 8%; Nivel educativo: Primaria-Maestría; Sexo: Ambos ;",2.00,8959.58,17919.16,Activo
124,124,39621,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Novedades de Quintana Roo; Cobertura: estatal;  Ámbito geográfico de cobertura: Quintana Roo ; Fecha de inicio: 02/12/2015; Fecha de término: 22/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Quintana Roo ; Nivel  socieconómico: A/B 46%, C+ 39%, C 15%; Nivel educativo: Carrera Técnica-Doctorado; Sexo: Ambos ;",2.00,23687.66,47375.32,Activo
125,125,39650,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Mundo de Tehuacan; Cobertura: estatal;  Ámbito geográfico de cobertura: Puebla ; Fecha de inicio: 02/12/2015; Fecha de término: 28/12/2015; Grupo(s) de edad: 18-45; Lugar de residencia: Puebla ; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: Ambos ;",2.00,14448.53,28897.06,Activo
126,126,39651,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Mundo de Córdova; Cobertura: estatal;  Ámbito geográfico de cobertura: Veracruz; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 19-54; Lugar de residencia: Veracruz; Nivel  socieconómico: AB 30%, C+ 35%, C 30%, D+ 5%; Nivel educativo: Secundaria-Doctorado ; Sexo: Ambos ;",2.00,20786.69,41573.38,Activo
127,127,41324,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Expreso Más Personal; Cobertura: estatal;  Ámbito geográfico de cobertura: Sonora; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 17-66; Lugar de residencia: Sonora; Nivel  socieconómico: A 17%, B 49%, C 32% D 2%; Nivel educativo: 0; Sexo: Ambos ;",2.00,24810.85,49621.70,Activo
128,128,50878,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Diario de Juárez; Cobertura: estatal;  Ámbito geográfico de cobertura: Chihuahua; Fecha de inicio: 02/12/2015; Fecha de término: 18/12/2015; Grupo(s) de edad: 18-50; Lugar de residencia: Chihuahua; Nivel  socieconómico: A 14%, B 45%, C 26%, D 15%; Nivel educativo: 0; Sexo: Ambos ;",2.00,39173.48,78346.96,Activo
129,129,54430,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Revista TV y Novelas; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 10/12/2015; Fecha de término: 28/12/2015; Grupo(s) de edad: 13-45; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 19%, C 29%, D+ 34%, D/E 18%; Nivel educativo: 0; Sexo: Ambos ;",2.00,103386.16,206772.32,Activo
130,130,65439,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","La Opinión de Poza Rica; Cobertura: estatal;  Ámbito geográfico de cobertura: Veracruz; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 18-46; Lugar de residencia: Veracruz; Nivel  socieconómico: 0; Nivel educativo: Primaria-Posgrado; Sexo: Ambos ;",2.00,15645.98,31291.96,Activo
131,131,70181,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Debate de Culiacán; Cobertura: estatal;  Ámbito geográfico de cobertura: Sinaloa ; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 13-60; Lugar de residencia: Sinaloa ; Nivel  socieconómico: Bajo 51,1 %, Medio Medio 30.6%, Alto 19.3%; Nivel educativo: 0; Sexo: Ambos ;",2.00,18403.75,36807.50,Activo
132,132,77713,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","De Peso; Cobertura: estatal;  Ámbito geográfico de cobertura: Yucatán ; Fecha de inicio: 02/12/2015; Fecha de término: 17/12/2015; Grupo(s) de edad: 18-55; Lugar de residencia: Yucatán ; Nivel  socieconómico: B 11%, C 73%, D 16% ; Nivel educativo: 0; Sexo: Ambos ;",2.00,12938.71,25877.42,Activo
