#,"ID (Orden de compra)",Proveedor,Procedimiento,Contrato,Ejercicio,Trimestre,"Sujeto obligado ordenante","Campaña o aviso institucional","Sujeto obligado solicitante","Número orden de compra",Justificación,"Fecha de orden","Archivo de la orden de compra en PDF (Vínculo al documento)",Estatus
335,OS-12-17,"Impresiones Aereas, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-12-17,"Promedio de alcance ",2017-06-01,,Activo
336,OS-24-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-24-17,"Disponibilidad del servicio",2017-08-14,,Activo
337,OS-22-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-22-17,"Disponibilidad del servicio",2017-07-10,,Activo
338,OS-23-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-23-17,"Disponibilidad del servicio",2017-08-10,,Activo
339,OS-25-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-25-17,"Disponibilidad del servicio",2017-08-21,,Activo
340,OS-26-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-26-17,"Disponibilidad del servicio",2017-09-04,,Activo
341,OS-28-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-28-17,"Disponibilidad del servicio",2017-11-21,,Activo
342,OS-29-17,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2017,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2017","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-29-17,"Disponibilidad del servicio",2017-11-30,,Activo
343,OS-01-18,"Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-01-18,"Promedio de alcance",2018-01-09,OS-01_SDP_DIPDP2018.pdf,Activo
344,OS-04-18,"Comunicación e Información, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-04-18,"Promedio de alcance",2018-01-09,OS-04.pdf,Activo
345,OI-02-18,"Proyectos Alternativos de Comunicación, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-02-18,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2018-02-27,OI-02.pdf,Activo
346,OI-01-18,"Nexos-Sociedad, Ciencia y Literatura, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-01-18,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector.",2018-01-02,OI-01.pdf,Activo
347,OS-02-18,"Sin Embargo, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-02-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-01-09,OS-02.pdf,Activo
348,OS-03-18,"El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-03-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-01-09,OS-03.pdf,Activo
349,OI-04-18,"Proyectos Alternativos de Comunicación, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Día Internacional de Proteccion de Datos Personales 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-04-18,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector.",2018-05-14,OI-04.pdf,Activo
350,OS-07-18,"Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","I Cumbre Nacional de Gobierno Abierto","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-07-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-04-04,OS-07.pdf,Activo
351,OS-08-18,"Publicaciones Comunitarias, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","I Cumbre Nacional de Gobierno Abierto","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-08-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-04-04,OS-08.pdf,Activo
352,OS-18-18,"Publicaciones Comunitarias, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Foro de la Ley General de Archivos.2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-18-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-05-24,OS-18.pdf,Activo
353,OS-05-18,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-05-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-01-09,OS-05.pdf,Activo
354,OS-06-18,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2018,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Quehacer institucional 2018","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-06-18,"Promedio de alcance: cantidad de personas que potencialmente pueden ser impactadas por la campaña.",2018-02-01,OS-06.pdf,Activo
