"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","El Sol de Morelia
Cobertura: Estatal
Ámbito geográfico: Michoacán
Fecha de inicio: 27/01/2015
Fecha de término: 29/01/2015
Grupo de edad: 17-65
Lugar de residencia: Michoacán
Nivel socioeconómico: A/B 41%, C+ 48%, C 11%
Nivel educativo: Secundaria - Profesional
Sexo: Ambos","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015",2015,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir el Derecho de Protección de Datos Personales a nivel nacional",6880.77,,,Nacional,México,2015-01-23,2015-01-29,Ambos,"Aguascalientes * Baja California * Chihuahua * Guanajuato * Jalisco * México * Michoacán * Nacional * Nuevo León * Puebla * Sonora * Veracruz * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-69-22-1-46,2016-69-22-1-46,2016-69-22-1-46,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","El Sol de Puebla
Cobertura: Estatal
Ámbito geográfico de cobertura: Puebla
Fecha de inicio: 27/01/2015
Fecha de término: 29/01/2015
Grupo de edad: 17-65
Lugar de residencia: Puebla
Nivel socioeconómico: A/B 43%, C+ 52%, C 5%
Nivel educativo: Secundaria - Profesional
Sexo: Ambos","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015",2015,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir el Derecho de Protección de Datos Personales a nivel nacional",5989.66,,,Nacional,México,2015-01-23,2015-01-29,Ambos,"Aguascalientes * Baja California * Chihuahua * Guanajuato * Jalisco * México * Michoacán * Nacional * Nuevo León * Puebla * Sonora * Veracruz * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-70-24-1-46,2016-70-24-1-46,2016-70-24-1-46,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","El Sol de Tijuana
Cobertura: Estatal
Ámbito geográfico de cobertura; Baja California
Fecha de inicio: 27/01/2015
Fecha de término: 29/01/2015
Grupo de edad: 17-65
Lugar de residencia: Baja California
Nivel socioeconómico: A/B 28%, C+ 57%, C 15%
Nivel educativo: Primaria - Profesional
Sexo: Ambos","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015",2015,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir el Derecho de Protección de Datos Personales a nivel nacional",6880.77,,,Nacional,México,2015-01-23,2015-01-29,Ambos,"Aguascalientes * Baja California * Chihuahua * Guanajuato * Jalisco * México * Michoacán * Nacional * Nuevo León * Puebla * Sonora * Veracruz * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-71-26-1-46,2016-71-26-1-46,2016-71-26-1-46,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: Nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: ;
Fecha de término: ;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",7203.60,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-15-143-1-47,2016-15-143-1-47,2016-15-143-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Abril-15,30-Junio-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Transmisión y codificación
Cobertura y ámbito geográfico: Nacional",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",28814.40,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-16-117-1-47,2016-16-117-1-47,2016-16-117-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Abril-15,30-Junio-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: Nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 14/05/2015;
Fecha de término: 14/05/2015;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",7203.60,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-17-123-1-47,2016-17-123-1-47,2016-17-123-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: Nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 14/01/2015;
Fecha de término: 27/01/2015;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",21610.80,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-19-116-1-47,2016-19-116-1-47,2016-19-116-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 05/02/2015;
Fecha de término: 25/02/2015;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",28814.40,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-20-118-1-47,2016-20-118-1-47,2016-20-118-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: nacional;  
Ámbito geográfico de cobertura:
Nacional; Fecha de inicio: 04/03/2015;
Fecha de término: 11/03/2015;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",14407.20,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-21-120-1-47,2016-21-120-1-47,2016-21-120-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ",Streaming,Streaming,"Nombre comercial del proveedor: XSN Group;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 19/03/2015;
Fecha de término: 26/03/2015;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Transmisión y codificación",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",21610.80,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-22-122-1-47,2016-22-122-1-47,2016-22-122-1-47,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
